country,code,year,"Fertility rate, total (births per woman)","GDP per capita, PPP (constant 2021 international $)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at national poverty lines (% of population),Rural population (% of total population),Urban population (% of total population)
Bangladesh,BGD,1960,6.742,,43.98,178.6,,,51828660.0,,94.865,5.135
Bangladesh,BGD,1961,6.78,,44.887,173.3,409.544042406084,2.8187180554552,53310348.0,,94.722,5.278
Bangladesh,BGD,1962,6.806,,45.765,168.4,421.611323653684,2.90394064545035,54881146.0,,94.502,5.498
Bangladesh,BGD,1963,6.798,,45.722,163.7,434.08160098333,2.91486814980727,56504402.0,,94.273,5.727
Bangladesh,BGD,1964,6.785,,46.752,159.4,446.941491895214,2.91951583062664,58178374.0,,94.036,5.964
Bangladesh,BGD,1965,6.771,,46.046,155.9,460.186824921257,2.92048527314111,59902519.0,,93.789,6.211
Bangladesh,BGD,1966,6.766,,47.644,153.1,473.763586079742,2.90758855629955,61669806.0,,93.533,6.467
Bangladesh,BGD,1967,6.79,,48.066,151.0,487.907574709995,2.94175581030493,63510929.0,,93.267,6.733
Bangladesh,BGD,1968,6.791,,48.4,149.7,502.483490819697,2.94367934740019,65408276.0,,92.991,7.009
Bangladesh,BGD,1969,6.806,,48.686,148.9,516.971137742952,2.84242612307535,67294133.0,,92.704,7.296
Bangladesh,BGD,1970,6.839,,42.667,165.3,530.528493508489,2.5886620743881,69058894.0,,92.407,7.593
Bangladesh,BGD,1971,6.831,,26.522,205.7,539.884443420143,1.74814557140031,70276758.0,,92.099,7.901
Bangladesh,BGD,1972,6.816,,49.647,148.4,550.368894522547,1.92336477179015,71641519.0,,91.779,8.221
Bangladesh,BGD,1973,6.8,,49.914,148.0,566.353952523623,2.86304698541463,73722294.0,,91.447,8.553
Bangladesh,BGD,1974,6.778,,49.589,147.2,582.617715295383,2.83120108031118,75839348.0,,90.966,9.034
Bangladesh,BGD,1975,6.728,,50.627,145.9,598.0974955827,2.62225253859974,77854351.0,,90.164,9.836
Bangladesh,BGD,1976,6.66,,50.951,144.2,613.469447645387,2.53766860687182,79855318.0,,89.299,10.701
Bangladesh,BGD,1977,6.583,,51.265,141.8,628.925743258815,2.48827316770837,81867264.0,,88.37,11.63
Bangladesh,BGD,1978,6.509,,51.596,139.0,644.46228009526,2.44031003262387,83889655.0,,87.371,12.629
Bangladesh,BGD,1979,6.421,,51.959,135.8,660.175708688638,2.40897300494193,85935072.0,,86.299,13.701
Bangladesh,BGD,1980,6.326,,52.278,132.7,676.165260812783,2.39314899487113,88016432.0,,85.149,14.851
Bangladesh,BGD,1981,6.237,,52.638,129.4,693.732081124683,2.56483208942694,90303105.0,,84.199,15.801
Bangladesh,BGD,1982,6.118,,53.012,126.1,713.025328416686,2.74311077918066,92814507.0,,83.788,16.212
Bangladesh,BGD,1983,5.906,,53.441,122.6,732.389605899977,2.67956773551459,95335155.0,,83.369,16.631
Bangladesh,BGD,1984,5.732,,53.826,119.1,751.440162863947,2.5678961557477,97814966.0,,82.94,17.06
Bangladesh,BGD,1985,5.539,,53.937,115.4,770.176115848506,2.4627628154011,100253825.0,,82.504,17.496
Bangladesh,BGD,1986,5.302,,54.592,111.6,788.473319505262,2.34793582288977,102635572.0,,82.059,17.941
Bangladesh,BGD,1987,5.075,,54.899,107.7,806.324736882538,2.23879919175218,104959291.0,,81.605,18.395
Bangladesh,BGD,1988,4.849,,55.174,103.8,823.661427364216,2.12729956278453,107216008.0,,81.141,18.859
Bangladesh,BGD,1989,4.695,,55.514,99.9,840.699078128601,2.04742252381831,109433799.0,,80.67,19.33
Bangladesh,BGD,1990,4.506,2069.78230100672,55.822,96.2,857.599423830376,1.9903336888239,111633717.0,,80.189,19.811
Bangladesh,BGD,1991,4.261,2101.38366035658,53.781,92.5,874.142344626258,1.91061096227259,113787109.0,,79.743,20.257
Bangladesh,BGD,1992,4.027,2174.38232866943,56.592,88.9,890.775078743182,1.8848730627462,115952192.0,,79.39,20.61
Bangladesh,BGD,1993,3.832,2234.8101219225,57.073,85.2,907.523699777214,1.86277225280699,118132360.0,,79.034,20.966
Bangladesh,BGD,1994,3.737,2279.09435302944,57.64,81.5,924.507789813321,1.85417955110796,120343179.0,,78.672,21.328
Bangladesh,BGD,1995,3.588,2351.70387946903,58.244,77.8,941.848121687025,1.85825551797916,122600370.0,,78.307,21.693
Bangladesh,BGD,1996,3.505,2413.54298201505,58.94,74.2,959.223930245064,1.82805195849607,124862179.0,,77.936,22.064
Bangladesh,BGD,1997,3.502,2475.59574602489,59.671,70.5,977.168848428978,1.85349089461291,127198069.0,,77.562,22.438
Bangladesh,BGD,1998,3.427,2555.06119218282,60.429,66.9,995.792671122378,1.88796139153147,129622332.0,,77.182,22.818
Bangladesh,BGD,1999,3.357,2624.06553797638,61.244,63.3,1014.88872243989,1.89951780093278,132108065.0,,76.798,23.202
Bangladesh,BGD,2000,3.279,2712.93512215725,62.049,59.8,1033.6045478989,1.82732806740512,134544304.0,,76.41,23.59
Bangladesh,BGD,2001,3.203,2803.55471950946,62.836,56.6,1050.97802873166,1.66689324749509,136805810.0,,75.904,24.096
Bangladesh,BGD,2002,3.126,2866.43454328715,63.591,53.6,1067.32471383575,1.54340635736975,138933658.0,,75.244,24.756
Bangladesh,BGD,2003,3.029,2958.91503115633,64.288,50.9,1082.97112237843,1.45530530506763,140970351.0,,74.571,25.429
Bangladesh,BGD,2004,2.94,3071.83778764611,64.912,48.4,1097.8171314435,1.36154790691024,142902856.0,,73.886,26.114
Bangladesh,BGD,2005,2.846,3231.61370692891,65.509,46.0,1111.74453407083,1.2606651625389,144715786.0,,73.191,26.809
Bangladesh,BGD,2006,2.755,3407.4273502159,66.048,43.9,1124.7289928555,1.16116775095831,146405973.0,,72.483,27.517
Bangladesh,BGD,2007,2.666,3608.91543819399,66.458,41.9,1136.89235614965,1.07564253185597,147989278.0,,71.763,28.237
Bangladesh,BGD,2008,2.577,3787.9382761855,67.047,40.1,1148.30040715987,0.9984405660693,149474264.0,,71.032,28.968
Bangladesh,BGD,2009,2.484,3942.13631207203,67.527,38.4,1159.05134823692,0.931892491457971,150873714.0,,70.291,29.709
Bangladesh,BGD,2010,2.38,4125.46390163202,68.009,36.9,1169.25544288238,0.876530534249878,152201981.0,,69.538,30.462
Bangladesh,BGD,2011,2.309,4352.42643359325,68.499,35.4,1179.92683413997,0.908525895582217,153591076.0,,68.775,31.225
Bangladesh,BGD,2012,2.263,4592.04840919812,68.989,34.1,1191.28909118845,0.958355912717609,155070101.0,,68.007,31.993
Bangladesh,BGD,2013,2.247,4822.72621378266,69.487,32.7,1202.52086502266,0.938408350120779,156532141.0,,67.238,32.762
Bangladesh,BGD,2014,2.228,5068.63965672741,70.016,31.4,1213.52791733886,0.911167733810249,157964929.0,,66.465,33.535
Bangladesh,BGD,2015,2.227,5352.71133299566,70.543,30.0,1224.42328493508,0.89381937776758,159383179.0,,65.692,34.308
Bangladesh,BGD,2016,2.227,5682.53553494306,71.075,28.6,1235.3993393255,0.892432416039535,160811932.0,,64.917,35.083
Bangladesh,BGD,2017,2.205,6005.70718781048,71.606,27.4,1245.95641852962,0.850917315689336,162186147.0,,64.142,35.858
Bangladesh,BGD,2018,2.193,6392.59334024091,72.122,26.3,1256.22726434662,0.820955197842845,163523103.0,,63.368,36.632
Bangladesh,BGD,2019,2.18,6838.32611608243,72.625,25.4,1266.90523930245,0.84641125179804,164913055.0,,62.595,37.405
Bangladesh,BGD,2020,2.175,7015.19792797056,71.421,24.9,1277.54493354844,0.836310836229073,166298024.0,,61.823,38.177
Bangladesh,BGD,2021,2.173,7441.06913961254,71.103,24.5,1287.99918568026,0.814977993693211,167658854.0,,61.054,38.946
Bangladesh,BGD,2022,2.179,7888.16389098304,74.265,24.4,1301.25909963893,1.02423384746683,169384897.0,18.7,60.289,39.711
Bangladesh,BGD,2023,2.163,8242.39798977242,74.672,24.4,,1.22171475464107,171466990.0,,59.527,40.473
Bhutan,BTN,1960,6.704,,36.367,,,,224084.0,,96.404,3.596
Bhutan,BTN,1961,6.698,,36.654,,4.93551355863279,2.86722992641214,230602.0,,96.208,3.792
Bhutan,BTN,1962,6.692,,36.992,,5.08606039851893,3.00468103385092,237636.0,,96.001,3.999
Bhutan,BTN,1963,6.687,,37.37,,5.24700896774608,3.11546514463352,245156.0,,95.783,4.217
Bhutan,BTN,1964,6.682,,37.796,,5.41461378764206,3.14433613990597,252987.0,,95.554,4.446
Bhutan,BTN,1965,6.679,,38.263,,5.59039445241102,3.19482933941373,261200.0,,95.313,4.687
Bhutan,BTN,1966,6.674,,38.789,,5.77488603043469,3.2468672608395,269820.0,,95.06,4.94
Bhutan,BTN,1967,6.669,,39.359,,5.96819553538942,3.29261051140354,278852.0,,94.793,5.207
Bhutan,BTN,1968,6.664,,39.96,190.9,6.17064400830426,3.33585834917434,288311.0,,94.513,5.487
Bhutan,BTN,1969,6.658,,40.566,187.0,6.38259529567879,3.37715909689562,298214.0,,94.219,5.781
Bhutan,BTN,1970,6.65,,41.185,183.7,6.60334310724911,3.40012513918434,308528.0,,93.911,6.089
Bhutan,BTN,1971,6.643,,41.83,179.8,6.8319885281339,3.40397251575147,319211.0,,93.587,6.413
Bhutan,BTN,1972,6.639,,42.487,176.1,7.06855296106842,3.40400084963263,330264.0,,93.246,6.754
Bhutan,BTN,1973,6.633,,43.136,172.1,7.31342165528755,3.40554571018578,341705.0,,92.89,7.11
Bhutan,BTN,1974,6.618,,43.8,168.0,7.56668022173234,3.40431842902805,353538.0,,92.516,7.484
Bhutan,BTN,1975,6.62,,44.513,163.7,7.82892793699035,3.40711560223336,365791.0,,92.124,7.876
Bhutan,BTN,1976,6.616,,45.23,159.5,8.10072127217858,3.41275204036644,378490.0,,91.712,8.288
Bhutan,BTN,1977,6.605,,45.95,155.0,8.38214583823813,3.41508446680484,391639.0,,91.283,8.717
Bhutan,BTN,1978,6.584,,46.691,150.4,8.67330864884532,3.41463900612316,405243.0,,90.832,9.168
Bhutan,BTN,1979,6.553,,47.446,146.0,8.97202662500268,3.38612458283256,419200.0,,90.361,9.639
Bhutan,BTN,1980,6.511,,48.198,141.2,9.27603107677161,3.3322185402167,433404.0,,89.868,10.132
Bhutan,BTN,1981,6.46,,48.975,136.3,9.58491535218201,3.27567755569122,447836.0,,89.354,10.646
Bhutan,BTN,1982,6.402,,49.776,131.6,9.8984440211459,3.21870300281931,462485.0,,88.816,11.184
Bhutan,BTN,1983,6.336,,50.553,126.8,10.2189499818077,3.18662627843006,477460.0,,88.255,11.745
Bhutan,BTN,1984,6.262,,51.313,122.0,10.5469254970785,3.15905573813554,492784.0,,87.668,12.332
Bhutan,BTN,1985,6.176,,52.033,117.3,10.8809793891659,3.11818593905043,508392.0,,87.059,12.941
Bhutan,BTN,1986,6.103,,52.826,112.8,11.2219677674807,3.08570103000375,524324.0,,86.423,13.577
Bhutan,BTN,1987,5.999,,53.62,108.4,11.5693983691116,3.0490275578009,540557.0,,85.76,14.24
Bhutan,BTN,1988,5.88,,54.385,104.0,11.9210239068553,2.99400155331813,556986.0,,85.071,14.929
Bhutan,BTN,1989,5.757,,55.12,99.7,12.2763093123301,2.93677767736149,573586.0,,84.355,15.645
Bhutan,BTN,1990,5.604,3411.38375844855,55.811,95.8,12.6123536587976,2.70054497941616,589287.0,,83.612,16.388
Bhutan,BTN,1991,5.451,3338.00942057218,56.451,92.0,12.8370181709222,1.76562588713205,599784.0,,82.839,17.161
Bhutan,BTN,1992,5.267,3624.59781548339,57.208,88.3,12.3659439676391,-3.73868016502051,577774.0,,82.038,17.962
Bhutan,BTN,1993,5.072,3850.55128929258,57.906,84.8,11.8715193801768,-4.0804037833298,554673.0,,81.209,18.791
Bhutan,BTN,1994,4.866,4042.49417838263,58.395,81.2,13.9320854271357,-0.0317354420831988,554497.0,,80.351,19.649
Bhutan,BTN,1995,4.624,4379.87046581859,59.277,77.6,13.768567839196,-1.18061827424054,547989.0,,79.463,20.537
Bhutan,BTN,1996,4.369,4616.91979149618,59.982,74.0,13.7885427135678,0.144970771387412,548784.0,,78.544,21.456
Bhutan,BTN,1997,4.088,4778.70511827039,60.639,70.5,14.0376130653266,1.79023653749442,558697.0,,77.599,22.401
Bhutan,BTN,1998,3.853,4965.87646101169,61.322,66.8,14.3074120603015,1.9037354324329,569435.0,,76.623,23.377
Bhutan,BTN,1999,3.607,5241.36663500719,62.032,63.4,14.6376633165829,2.28201573945798,582579.0,,75.617,24.383
Bhutan,BTN,2000,3.378,5287.57434451931,61.842,60.1,14.9965577889447,2.42228077592733,596863.0,,74.582,25.418
Bhutan,BTN,2001,3.188,5545.63055320068,63.323,56.7,15.3465829145729,2.30721437926679,610794.0,,73.52,26.48
Bhutan,BTN,2002,3.012,5991.25496849954,63.984,53.5,15.6886683417085,2.2045852261164,624409.0,,72.43,27.57
Bhutan,BTN,2003,2.865,6323.54119493941,64.662,50.3,16.0216834170854,2.10043282502438,637663.0,,71.312,28.688
Bhutan,BTN,2004,2.781,6517.99682620022,65.29,47.2,17.0670304588504,1.99990053168434,650544.0,,70.165,29.835
Bhutan,BTN,2005,2.726,6850.80440897429,65.875,44.1,17.3640370438387,1.72526717067528,661865.0,,69.035,30.965
Bhutan,BTN,2006,2.66,7140.85609157052,66.499,41.2,17.5984206522024,1.34079315421153,670799.0,,68.288,31.712
Bhutan,BTN,2007,2.589,8195.07074448444,67.152,38.4,17.8041556260986,1.16227298430616,678641.0,,67.531,32.469
Bhutan,BTN,2008,2.481,8470.03470902473,67.733,35.9,18.0064275782459,1.12968896454968,686351.0,,66.764,33.236
Bhutan,BTN,2009,2.364,9019.1186065228,68.156,33.6,18.2067843744261,1.10655106118336,693988.0,,65.99,34.01
Bhutan,BTN,2010,2.252,9985.28455357031,68.765,31.4,18.407324815699,1.0954380761045,701632.0,,65.207,34.793
Bhutan,BTN,2011,2.155,10714.6865627638,69.28,29.5,18.6105149933101,1.0978069996978,709377.0,,64.415,35.585
Bhutan,BTN,2012,2.068,11143.94452973,69.759,27.9,18.8178240680012,1.10777662014052,717279.0,,63.629,36.371
Bhutan,BTN,2013,2.0,11212.4794211376,70.161,26.5,19.0275467639111,1.10832494505463,725273.0,,62.851,37.149
Bhutan,BTN,2014,1.923,11744.5189049643,70.504,25.4,19.2339113781252,1.07871798585886,733139.0,,62.082,37.918
Bhutan,BTN,2015,1.835,12400.2983217758,70.797,24.4,19.4301230422121,1.01496572424441,740618.0,,61.322,38.678
Bhutan,BTN,2016,1.738,13320.9758970472,71.119,23.4,19.6063863255034,0.973884473914115,747866.0,,60.572,39.428
Bhutan,BTN,2017,1.621,13482.3425253264,71.413,22.6,19.7759804949664,0.86127488782821,754335.0,,59.833,40.167
Bhutan,BTN,2018,1.517,13854.8543922424,71.711,21.8,19.920267435763,0.716471130925301,759759.0,,59.105,40.895
Bhutan,BTN,2019,1.448,14555.1883979698,72.005,21.1,20.0530676455165,0.66444642692507,764824.0,,58.388,41.612
Bhutan,BTN,2020,1.502,12979.9369446336,72.253,20.3,20.1889355007866,0.675256502719854,770006.0,,57.684,42.316
Bhutan,BTN,2021,1.488,13458.8126642925,72.448,19.8,20.3314630309386,0.703488233671584,775442.0,,56.992,43.008
Bhutan,BTN,2022,1.478,14061.3120213689,72.754,19.1,20.4749344520189,0.703183917780367,780914.0,12.4,56.314,43.686
Bhutan,BTN,2023,1.462,,72.975,18.5,,0.698146584889649,786385.0,,55.65,44.35
Brunei Darussalam,BRN,1960,7.322,,58.721,59.4,,,88347.0,,56.599,43.401
Brunei Darussalam,BRN,1961,7.185,,59.387,55.2,17.5554079696395,4.61201690841858,92517.0,,54.772,45.228
Brunei Darussalam,BRN,1962,7.03,,58.824,51.5,18.3527514231499,4.44174557138531,96719.0,,52.93,47.07
Brunei Darussalam,BRN,1963,6.893,,60.625,48.2,19.1952561669829,4.48836692928883,101159.0,,51.08,48.92
Brunei Darussalam,BRN,1964,6.773,,61.267,45.4,20.0990512333966,4.60094377629245,105922.0,,49.224,50.776
Brunei Darussalam,BRN,1965,6.647,,61.721,42.9,21.0318785578748,4.53667016188967,110838.0,,47.375,52.625
Brunei Darussalam,BRN,1966,6.514,,62.401,40.8,21.9874762808349,4.44337180550127,115874.0,,45.531,54.469
Brunei Darussalam,BRN,1967,6.372,,62.909,39.1,22.9633776091082,4.34276377363215,121017.0,,43.7,56.3
Brunei Darussalam,BRN,1968,6.204,,63.47,37.4,23.9510436432638,4.21112297840576,126222.0,,41.882,58.118
Brunei Darussalam,BRN,1969,6.008,,63.963,35.8,24.9423149905123,4.05538595117218,131446.0,,40.092,59.908
Brunei Darussalam,BRN,1970,5.801,,64.49,34.2,25.6428842504744,2.77003576556272,135138.0,,38.325,61.675
Brunei Darussalam,BRN,1971,5.619,,64.975,32.5,26.1709677419355,2.0384578921848,137921.0,,36.588,63.412
Brunei Darussalam,BRN,1972,5.5,,65.447,30.7,26.980834914611,3.04761010710298,142189.0,,36.264,63.736
Brunei Darussalam,BRN,1973,5.355,,65.95,28.8,27.9637571157495,3.57824870203927,147369.0,,36.111,63.889
Brunei Darussalam,BRN,1974,5.183,,66.442,26.9,28.9669829222011,3.52473784489235,152656.0,,35.959,64.041
Brunei Darussalam,BRN,1975,4.99,,66.95,25.0,29.9943074003795,3.48509488798141,158070.0,,35.807,64.193
Brunei Darussalam,BRN,1976,4.784,,67.411,23.1,31.0449715370019,3.44292376500563,163607.0,,35.655,64.345
Brunei Darussalam,BRN,1977,4.58,,67.833,21.3,32.1208728652751,3.40692158563333,169277.0,,35.504,64.496
Brunei Darussalam,BRN,1978,4.389,,68.258,19.6,33.1848197343454,3.25864705980369,174884.0,,35.353,64.647
Brunei Darussalam,BRN,1979,4.216,,68.642,18.1,34.2356736242884,3.11756544188593,180422.0,,35.202,64.798
Brunei Darussalam,BRN,1980,4.067,,69.014,16.7,35.3151802656546,3.10447184952538,186111.0,,35.051,64.949
Brunei Darussalam,BRN,1981,3.943,,69.344,15.4,36.4282732447818,3.10323032776763,191977.0,,34.901,65.099
Brunei Darussalam,BRN,1982,3.841,,69.669,14.3,37.6024667931689,3.17244438129069,198165.0,,34.751,65.249
Brunei Darussalam,BRN,1983,3.751,,69.991,13.3,38.850284629981,3.26457487247004,204741.0,,34.601,65.399
Brunei Darussalam,BRN,1984,3.68,,70.236,12.5,40.1633776091082,3.3240172489544,211661.0,,34.452,65.548
Brunei Darussalam,BRN,1985,3.612,,70.499,11.8,41.5406072106262,3.37158601739359,218919.0,,34.303,65.697
Brunei Darussalam,BRN,1986,3.549,,70.762,11.2,42.9781783681214,3.4021071237636,226495.0,,34.154,65.846
Brunei Darussalam,BRN,1987,3.491,,70.982,10.8,44.3757115749526,3.19997760879289,233860.0,,34.006,65.994
Brunei Darussalam,BRN,1988,3.435,,71.183,10.5,45.7140417457305,2.97132267531724,240913.0,,33.857,66.143
Brunei Darussalam,BRN,1989,3.364,,71.408,10.3,47.0709677419355,2.92509049228469,248064.0,,33.71,66.29
Brunei Darussalam,BRN,1990,3.29,118163.683197804,71.629,10.3,48.442504743833,2.87212106847642,255292.0,,33.562,66.438
Brunei Darussalam,BRN,1991,3.206,118220.683618951,71.858,10.2,49.8284629981025,2.82087413872675,262596.0,,33.415,66.585
Brunei Darussalam,BRN,1992,3.111,111457.220909813,72.09,10.2,51.2028462998102,2.72087553865121,269839.0,,32.922,67.078
Brunei Darussalam,BRN,1993,3.007,107899.136176771,72.333,10.1,52.5561669829222,2.60873227190994,276971.0,,32.396,67.604
Brunei Darussalam,BRN,1994,2.901,106239.232213533,72.571,10.0,53.907210626186,2.53818018062453,284091.0,,31.874,68.126
Brunei Darussalam,BRN,1995,2.787,105043.852684028,72.838,9.7,55.2552182163188,2.46985364733686,291195.0,,31.356,68.644
Brunei Darussalam,BRN,1996,2.681,102522.125235775,73.079,9.5,56.5988614800759,2.40260865216409,298276.0,,30.842,69.158
Brunei Darussalam,BRN,1997,2.6,106503.420292059,73.326,9.1,57.9394686907021,2.34099524940066,305341.0,,30.334,69.666
Brunei Darussalam,BRN,1998,2.533,97171.6371135151,73.584,8.8,59.2760910815939,2.28072165867432,312385.0,,29.83,70.17
Brunei Darussalam,BRN,1999,2.461,99083.3206556618,73.806,8.6,60.6092979127135,2.22422733142457,319411.0,,29.331,70.669
Brunei Darussalam,BRN,2000,2.398,100323.440021864,74.017,8.3,61.9400379506641,2.17184750364769,326424.0,,28.836,71.164
Brunei Darussalam,BRN,2001,2.337,99680.7624772261,74.209,8.1,63.253320683112,2.09808399029796,333345.0,,28.348,71.652
Brunei Darussalam,BRN,2002,2.264,101571.583792615,74.365,8.0,64.5349146110057,2.00587619956124,340099.0,,27.954,72.046
Brunei Darussalam,BRN,2003,2.185,103226.914281632,74.509,7.9,65.7755218216319,1.90413711851639,346637.0,,27.579,72.421
Brunei Darussalam,BRN,2004,2.104,101497.754704576,74.603,7.8,66.9660341555977,1.79377776163247,352911.0,,27.206,72.794
Brunei Darussalam,BRN,2005,2.024,99795.6851205821,74.683,7.8,68.1055028462998,1.68724773243682,358916.0,,26.837,73.163
Brunei Darussalam,BRN,2006,1.969,102248.510372603,74.753,7.8,69.1960151802657,1.58852615956489,364663.0,,26.471,73.529
Brunei Darussalam,BRN,2007,1.933,96752.6202630515,74.793,7.9,70.3743833017078,1.68860465252749,370873.0,,26.108,73.892
Brunei Darussalam,BRN,2008,1.918,91275.5001404953,74.814,8.0,71.6874762808349,1.84867406299599,377793.0,,25.748,74.252
Brunei Darussalam,BRN,2009,1.921,87875.8282313568,74.814,8.0,73.0459203036053,1.87722246166003,384952.0,,25.392,74.608
Brunei Darussalam,BRN,2010,1.937,88586.5131929201,74.82,8.1,74.4462998102467,1.89897689252094,392332.0,,25.039,74.961
Brunei Darussalam,BRN,2011,1.957,90279.6633402819,74.835,8.2,75.7853889943074,1.78274591747739,399389.0,,24.69,75.31
Brunei Darussalam,BRN,2012,1.973,89718.4636612666,74.843,8.3,76.9557874762808,1.53255515873327,405557.0,,24.344,75.656
Brunei Darussalam,BRN,2013,1.978,86606.6517156585,74.854,8.4,78.026944971537,1.38231470645459,411202.0,,24.003,75.997
Brunei Darussalam,BRN,2014,1.969,83310.6150641982,74.862,8.5,79.0796963946869,1.34019436885468,416750.0,,23.668,76.332
Brunei Darussalam,BRN,2015,1.947,81910.1883952688,74.88,8.5,80.1161290322581,1.30210359279592,422212.0,,23.337,76.663
Brunei Darussalam,BRN,2016,1.915,78880.6229079102,74.905,8.6,81.1316888045541,1.25964272152269,427564.0,,23.01,76.99
Brunei Darussalam,BRN,2017,1.881,78966.8642961288,74.943,8.6,82.1199240986717,1.2107045656128,432772.0,,22.688,77.312
Brunei Darussalam,BRN,2018,1.848,78099.0507722008,74.992,8.6,83.0759013282732,1.15739958778106,437810.0,,22.371,77.629
Brunei Darussalam,BRN,2019,1.819,80228.159656274,75.049,8.5,84.0,1.10621350885567,442680.0,,22.058,77.942
Brunei Darussalam,BRN,2020,1.796,80280.8979480569,75.114,8.5,84.896394686907,1.06148281648515,447404.0,,21.75,78.25
Brunei Darussalam,BRN,2021,1.778,78248.7971101454,74.869,8.4,85.715559772296,0.96027430523198,451721.0,,21.446,78.554
Brunei Darussalam,BRN,2022,1.764,76357.8291017772,72.917,8.3,86.4079696394687,0.804554269312164,455370.0,,21.146,78.854
Brunei Darussalam,BRN,2023,1.747,76828.3998314969,75.327,8.2,,0.782881746925984,458949.0,,20.851,79.149
Cambodia,KHM,1960,6.313,,42.134,,,,5449966.0,,89.715,10.285
Cambodia,KHM,1961,6.302,,42.588,,31.5611148878314,2.19953566262663,5571168.0,,89.707,10.293
Cambodia,KHM,1962,6.301,,43.079,,32.2771244051666,2.24329352395046,5697558.0,,89.667,10.333
Cambodia,KHM,1963,6.292,,43.612,,32.9878200770451,2.17796481919923,5823010.0,,89.503,10.497
Cambodia,KHM,1964,6.288,,44.044,,33.6855767051892,2.0931350037974,5946178.0,,89.338,10.662
Cambodia,KHM,1965,6.267,,44.497,,34.4000056650804,2.09869742617993,6072289.0,,89.17,10.83
Cambodia,KHM,1966,6.237,,44.948,,35.1304781327895,2.10123475071927,6201232.0,,89.0,11.0
Cambodia,KHM,1967,6.201,,45.193,,35.8766372082484,2.10172329362237,6332944.0,,87.902,12.098
Cambodia,KHM,1968,6.165,,45.586,,36.6379107183322,2.09972067952141,6467324.0,,86.709,13.291
Cambodia,KHM,1969,6.124,,45.935,,37.4162984364378,2.10228802628673,6604725.0,,85.421,14.579
Cambodia,KHM,1970,6.071,,38.628,,37.6115001133016,0.520346114578801,6639182.0,,84.03,15.97
Cambodia,KHM,1971,6.007,,38.7,,37.5078178110129,-0.276047150037129,6620880.0,,81.283,18.717
Cambodia,KHM,1972,5.943,,38.909,,37.8081010650351,0.797400734459424,6673886.0,,78.182,21.818
Cambodia,KHM,1973,5.559,,39.078,,38.1810899614775,0.981697230624786,6739726.0,,74.737,25.263
Cambodia,KHM,1974,4.797,,39.296,,38.4276002719239,0.643559263319997,6783240.0,,70.945,29.055
Cambodia,KHM,1975,4.103,,12.784,,37.2839961477453,-3.02117816158879,6581371.0,,95.523,4.477
Cambodia,KHM,1976,3.409,,11.632,245.5,34.7552175390891,-7.02344711270547,6134991.0,,95.18,4.82
Cambodia,KHM,1977,2.716,,11.295,235.2,32.1127974167233,-7.90750816449139,5668551.0,,94.814,5.186
Cambodia,KHM,1978,3.338,,11.573,216.1,29.5244334919556,-8.40364496076773,5211653.0,,94.422,5.578
Cambodia,KHM,1979,4.556,,41.072,137.5,28.8285066847949,-2.38534614554592,5088808.0,,94.001,5.999
Cambodia,KHM,1980,5.774,,47.498,122.1,29.4576931792431,2.15903914387194,5199872.0,,90.102,9.898
Cambodia,KHM,1981,6.042,,48.035,108.6,29.9370892816678,1.61430514037069,5284495.0,,87.258,12.742
Cambodia,KHM,1982,6.193,,48.755,98.2,30.7978246091094,2.83459020264742,5436432.0,,86.969,13.031
Cambodia,KHM,1983,6.296,,49.383,91.7,31.9295433945162,3.60876485106045,5636203.0,,86.675,13.325
Cambodia,KHM,1984,6.338,,50.089,88.3,33.1130580104237,3.63959999917438,5845117.0,,86.374,13.626
Cambodia,KHM,1985,6.313,,50.799,86.8,34.2385168819397,3.34235285583714,6043783.0,,86.069,13.931
Cambodia,KHM,1986,6.226,,51.555,86.2,35.6089564921822,3.92459581028745,6285693.0,,85.758,14.242
Cambodia,KHM,1987,6.097,,53.674,86.3,37.1514276002719,4.24050053529992,6557970.0,,85.441,14.559
Cambodia,KHM,1988,5.944,,54.433,86.8,38.5906072966236,3.80067141484648,6812014.0,,85.117,14.883
Cambodia,KHM,1989,5.681,,54.768,87.6,40.0717935644686,3.76637718508369,7073473.0,,84.789,15.211
Cambodia,KHM,1990,5.642,2646.09798836687,55.205,88.4,41.7785633355994,4.17106846959568,7374752.0,,84.454,15.546
Cambodia,KHM,1991,5.588,2731.37973720265,55.582,89.1,43.5466236120553,4.14488021704792,7686850.0,,84.113,15.887
Cambodia,KHM,1992,5.486,2769.4882552689,55.747,90.1,45.9612678450034,5.39668671425508,8113083.0,,83.766,16.234
Cambodia,KHM,1993,5.433,2714.59150060042,56.036,91.6,48.8124915023793,6.01872150772546,8616381.0,,83.413,16.587
Cambodia,KHM,1994,5.281,1650.39100001969,56.221,93.2,52.3405959664627,6.97860299679541,9239162.0,,83.054,16.946
Cambodia,KHM,1995,5.076,1672.73928514173,56.562,94.8,56.7555914343984,8.09818955055196,10018497.0,,82.689,17.311
Cambodia,KHM,1996,4.867,1643.01579058016,56.832,95.7,61.190063448901,7.52306354037061,10801270.0,,82.317,17.683
