indicator,country,countryiso3code,date,value,unit,obs_status,decimal,Region
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2021,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2020,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2019,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2018,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2017,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2015,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2012,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2011,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2010,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2009,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2008,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2006,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Singapore,SGP,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2021,6.3,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2020,6.8,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2019,6.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2018,9.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2017,7.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2016,8.6,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2015,7.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2014,10.5,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2013,10.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2012,12.6,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2011,13.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2010,16.4,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2009,17.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2008,20.4,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2007,20.0,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2006,21.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2004,26.8,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2002,32.4,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,2000,42.3,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Thailand,THA,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2022,4.3,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2021,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2020,4.8,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2019,5.7,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2018,6.8,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2017,7.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2016,9.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2015,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Viet Nam,VNM,2012,,,,1,ASEAN
