country,date,indicator,countryiso3code,value,unit,obs_status,decimal,Region
Sri Lanka,2008,"Mortality rate, infant (per 1,000 live births)",LKA,9.7,,,0,South Asia
Sri Lanka,2007,"Mortality rate, infant (per 1,000 live births)",LKA,10.2,,,0,South Asia
Sri Lanka,2006,"Mortality rate, infant (per 1,000 live births)",LKA,10.7,,,0,South Asia
Sri Lanka,2005,"Mortality rate, infant (per 1,000 live births)",LKA,11.2,,,0,South Asia
Sri Lanka,2004,"Mortality rate, infant (per 1,000 live births)",LKA,16.7,,,0,South Asia
Sri Lanka,2003,"Mortality rate, infant (per 1,000 live births)",LKA,12.1,,,0,South Asia
Sri Lanka,2002,"Mortality rate, infant (per 1,000 live births)",LKA,12.4,,,0,South Asia
Sri Lanka,2001,"Mortality rate, infant (per 1,000 live births)",LKA,12.7,,,0,South Asia
Sri Lanka,2000,"Mortality rate, infant (per 1,000 live births)",LKA,13.0,,,0,South Asia
Sri Lanka,1999,"Mortality rate, infant (per 1,000 live births)",LKA,13.5,,,0,South Asia
Sri Lanka,1998,"Mortality rate, infant (per 1,000 live births)",LKA,14.1,,,0,South Asia
Sri Lanka,1997,"Mortality rate, infant (per 1,000 live births)",LKA,14.8,,,0,South Asia
Sri Lanka,1996,"Mortality rate, infant (per 1,000 live births)",LKA,15.6,,,0,South Asia
Sri Lanka,1995,"Mortality rate, infant (per 1,000 live births)",LKA,16.3,,,0,South Asia
Sri Lanka,1994,"Mortality rate, infant (per 1,000 live births)",LKA,16.9,,,0,South Asia
Sri Lanka,1993,"Mortality rate, infant (per 1,000 live births)",LKA,17.5,,,0,South Asia
Sri Lanka,1992,"Mortality rate, infant (per 1,000 live births)",LKA,17.9,,,0,South Asia
Sri Lanka,1991,"Mortality rate, infant (per 1,000 live births)",LKA,18.0,,,0,South Asia
Sri Lanka,1990,"Mortality rate, infant (per 1,000 live births)",LKA,17.9,,,0,South Asia
Sri Lanka,1989,"Mortality rate, infant (per 1,000 live births)",LKA,19.3,,,0,South Asia
Sri Lanka,1988,"Mortality rate, infant (per 1,000 live births)",LKA,18.1,,,0,South Asia
Sri Lanka,1987,"Mortality rate, infant (per 1,000 live births)",LKA,18.9,,,0,South Asia
Sri Lanka,1986,"Mortality rate, infant (per 1,000 live births)",LKA,20.2,,,0,South Asia
Sri Lanka,1985,"Mortality rate, infant (per 1,000 live births)",LKA,22.1,,,0,South Asia
Sri Lanka,1984,"Mortality rate, infant (per 1,000 live births)",LKA,24.3,,,0,South Asia
Sri Lanka,1983,"Mortality rate, infant (per 1,000 live births)",LKA,26.6,,,0,South Asia
Sri Lanka,1982,"Mortality rate, infant (per 1,000 live births)",LKA,28.7,,,0,South Asia
Sri Lanka,1981,"Mortality rate, infant (per 1,000 live births)",LKA,30.8,,,0,South Asia
Sri Lanka,1980,"Mortality rate, infant (per 1,000 live births)",LKA,33.2,,,0,South Asia
Sri Lanka,1979,"Mortality rate, infant (per 1,000 live births)",LKA,35.7,,,0,South Asia
Sri Lanka,1978,"Mortality rate, infant (per 1,000 live births)",LKA,38.4,,,0,South Asia
Sri Lanka,1977,"Mortality rate, infant (per 1,000 live births)",LKA,41.1,,,0,South Asia
Sri Lanka,1976,"Mortality rate, infant (per 1,000 live births)",LKA,43.4,,,0,South Asia
Sri Lanka,1975,"Mortality rate, infant (per 1,000 live births)",LKA,45.3,,,0,South Asia
Sri Lanka,1974,"Mortality rate, infant (per 1,000 live births)",LKA,46.7,,,0,South Asia
Sri Lanka,1973,"Mortality rate, infant (per 1,000 live births)",LKA,47.5,,,0,South Asia
Sri Lanka,1972,"Mortality rate, infant (per 1,000 live births)",LKA,47.9,,,0,South Asia
Sri Lanka,1971,"Mortality rate, infant (per 1,000 live births)",LKA,48.1,,,0,South Asia
Sri Lanka,1970,"Mortality rate, infant (per 1,000 live births)",LKA,48.4,,,0,South Asia
Sri Lanka,1969,"Mortality rate, infant (per 1,000 live births)",LKA,48.8,,,0,South Asia
Sri Lanka,1968,"Mortality rate, infant (per 1,000 live births)",LKA,49.6,,,0,South Asia
Sri Lanka,1967,"Mortality rate, infant (per 1,000 live births)",LKA,50.7,,,0,South Asia
Sri Lanka,1966,"Mortality rate, infant (per 1,000 live births)",LKA,51.8,,,0,South Asia
Sri Lanka,1965,"Mortality rate, infant (per 1,000 live births)",LKA,52.9,,,0,South Asia
Sri Lanka,1964,"Mortality rate, infant (per 1,000 live births)",LKA,53.6,,,0,South Asia
Sri Lanka,1963,"Mortality rate, infant (per 1,000 live births)",LKA,54.0,,,0,South Asia
Sri Lanka,1962,"Mortality rate, infant (per 1,000 live births)",LKA,54.3,,,0,South Asia
Sri Lanka,1961,"Mortality rate, infant (per 1,000 live births)",LKA,55.3,,,0,South Asia
Sri Lanka,1960,"Mortality rate, infant (per 1,000 live births)",LKA,57.2,,,0,South Asia
Nepal,2024,"Mortality rate, infant (per 1,000 live births)",NPL,,,,0,South Asia
Nepal,2023,"Mortality rate, infant (per 1,000 live births)",NPL,23.3,,,0,South Asia
Nepal,2022,"Mortality rate, infant (per 1,000 live births)",NPL,24.2,,,0,South Asia
Nepal,2021,"Mortality rate, infant (per 1,000 live births)",NPL,25.1,,,0,South Asia
Nepal,2020,"Mortality rate, infant (per 1,000 live births)",NPL,26.1,,,0,South Asia
Nepal,2019,"Mortality rate, infant (per 1,000 live births)",NPL,27.3,,,0,South Asia
Nepal,2018,"Mortality rate, infant (per 1,000 live births)",NPL,28.5,,,0,South Asia
Nepal,2017,"Mortality rate, infant (per 1,000 live births)",NPL,29.9,,,0,South Asia
Nepal,2016,"Mortality rate, infant (per 1,000 live births)",NPL,31.2,,,0,South Asia
Nepal,2015,"Mortality rate, infant (per 1,000 live births)",NPL,32.6,,,0,South Asia
Nepal,2014,"Mortality rate, infant (per 1,000 live births)",NPL,34.1,,,0,South Asia
Nepal,2013,"Mortality rate, infant (per 1,000 live births)",NPL,35.6,,,0,South Asia
Nepal,2012,"Mortality rate, infant (per 1,000 live births)",NPL,37.1,,,0,South Asia
Nepal,2011,"Mortality rate, infant (per 1,000 live births)",NPL,38.7,,,0,South Asia
Nepal,2010,"Mortality rate, infant (per 1,000 live births)",NPL,40.2,,,0,South Asia
Nepal,2009,"Mortality rate, infant (per 1,000 live births)",NPL,41.8,,,0,South Asia
Nepal,2008,"Mortality rate, infant (per 1,000 live births)",NPL,43.4,,,0,South Asia
Nepal,2007,"Mortality rate, infant (per 1,000 live births)",NPL,45.1,,,0,South Asia
Nepal,2006,"Mortality rate, infant (per 1,000 live births)",NPL,46.9,,,0,South Asia
Nepal,2005,"Mortality rate, infant (per 1,000 live births)",NPL,48.8,,,0,South Asia
Nepal,2004,"Mortality rate, infant (per 1,000 live births)",NPL,50.9,,,0,South Asia
Nepal,2003,"Mortality rate, infant (per 1,000 live births)",NPL,53.3,,,0,South Asia
Nepal,2002,"Mortality rate, infant (per 1,000 live births)",NPL,55.9,,,0,South Asia
Nepal,2001,"Mortality rate, infant (per 1,000 live births)",NPL,58.8,,,0,South Asia
Nepal,2000,"Mortality rate, infant (per 1,000 live births)",NPL,61.8,,,0,South Asia
Nepal,1999,"Mortality rate, infant (per 1,000 live births)",NPL,65.1,,,0,South Asia
Nepal,1998,"Mortality rate, infant (per 1,000 live births)",NPL,68.6,,,0,South Asia
Nepal,1997,"Mortality rate, infant (per 1,000 live births)",NPL,72.2,,,0,South Asia
Nepal,1996,"Mortality rate, infant (per 1,000 live births)",NPL,75.9,,,0,South Asia
Nepal,1995,"Mortality rate, infant (per 1,000 live births)",NPL,79.7,,,0,South Asia
Nepal,1994,"Mortality rate, infant (per 1,000 live births)",NPL,83.6,,,0,South Asia
Nepal,1993,"Mortality rate, infant (per 1,000 live births)",NPL,87.8,,,0,South Asia
Nepal,1992,"Mortality rate, infant (per 1,000 live births)",NPL,92.1,,,0,South Asia
Nepal,1991,"Mortality rate, infant (per 1,000 live births)",NPL,96.6,,,0,South Asia
Nepal,1990,"Mortality rate, infant (per 1,000 live births)",NPL,101.2,,,0,South Asia
Nepal,1989,"Mortality rate, infant (per 1,000 live births)",NPL,105.8,,,0,South Asia
Nepal,1988,"Mortality rate, infant (per 1,000 live births)",NPL,110.4,,,0,South Asia
Nepal,1987,"Mortality rate, infant (per 1,000 live births)",NPL,114.9,,,0,South Asia
Nepal,1986,"Mortality rate, infant (per 1,000 live births)",NPL,119.5,,,0,South Asia
Nepal,1985,"Mortality rate, infant (per 1,000 live births)",NPL,123.8,,,0,South Asia
Nepal,1984,"Mortality rate, infant (per 1,000 live births)",NPL,127.9,,,0,South Asia
Nepal,1983,"Mortality rate, infant (per 1,000 live births)",NPL,132.0,,,0,South Asia
Nepal,1982,"Mortality rate, infant (per 1,000 live births)",NPL,136.1,,,0,South Asia
Nepal,1981,"Mortality rate, infant (per 1,000 live births)",NPL,140.0,,,0,South Asia
Nepal,1980,"Mortality rate, infant (per 1,000 live births)",NPL,144.0,,,0,South Asia
Nepal,1979,"Mortality rate, infant (per 1,000 live births)",NPL,148.0,,,0,South Asia
Nepal,1978,"Mortality rate, infant (per 1,000 live births)",NPL,151.8,,,0,South Asia
Nepal,1977,"Mortality rate, infant (per 1,000 live births)",NPL,155.5,,,0,South Asia
Nepal,1976,"Mortality rate, infant (per 1,000 live births)",NPL,159.1,,,0,South Asia
Nepal,1975,"Mortality rate, infant (per 1,000 live births)",NPL,162.7,,,0,South Asia
Nepal,1974,"Mortality rate, infant (per 1,000 live births)",NPL,166.1,,,0,South Asia
Nepal,1973,"Mortality rate, infant (per 1,000 live births)",NPL,169.4,,,0,South Asia
Nepal,1972,"Mortality rate, infant (per 1,000 live births)",NPL,172.9,,,0,South Asia
Nepal,1971,"Mortality rate, infant (per 1,000 live births)",NPL,176.4,,,0,South Asia
Nepal,1970,"Mortality rate, infant (per 1,000 live births)",NPL,179.9,,,0,South Asia
Nepal,1969,"Mortality rate, infant (per 1,000 live births)",NPL,183.9,,,0,South Asia
Nepal,1968,"Mortality rate, infant (per 1,000 live births)",NPL,188.0,,,0,South Asia
Nepal,1967,"Mortality rate, infant (per 1,000 live births)",NPL,192.1,,,0,South Asia
Nepal,1966,"Mortality rate, infant (per 1,000 live births)",NPL,196.4,,,0,South Asia
Nepal,1965,"Mortality rate, infant (per 1,000 live births)",NPL,200.7,,,0,South Asia
Nepal,1964,"Mortality rate, infant (per 1,000 live births)",NPL,204.8,,,0,South Asia
Nepal,1963,"Mortality rate, infant (per 1,000 live births)",NPL,208.6,,,0,South Asia
Nepal,1962,"Mortality rate, infant (per 1,000 live births)",NPL,211.9,,,0,South Asia
Nepal,1961,"Mortality rate, infant (per 1,000 live births)",NPL,214.9,,,0,South Asia
Nepal,1960,"Mortality rate, infant (per 1,000 live births)",NPL,217.3,,,0,South Asia
Pakistan,2024,"Mortality rate, infant (per 1,000 live births)",PAK,,,,0,South Asia
Pakistan,2023,"Mortality rate, infant (per 1,000 live births)",PAK,50.1,,,0,South Asia
Pakistan,2022,"Mortality rate, infant (per 1,000 live births)",PAK,51.8,,,0,South Asia
Pakistan,2021,"Mortality rate, infant (per 1,000 live births)",PAK,53.4,,,0,South Asia
Pakistan,2020,"Mortality rate, infant (per 1,000 live births)",PAK,55.1,,,0,South Asia
Pakistan,2019,"Mortality rate, infant (per 1,000 live births)",PAK,56.8,,,0,South Asia
Pakistan,2018,"Mortality rate, infant (per 1,000 live births)",PAK,58.5,,,0,South Asia
Pakistan,2017,"Mortality rate, infant (per 1,000 live births)",PAK,60.3,,,0,South Asia
Pakistan,2016,"Mortality rate, infant (per 1,000 live births)",PAK,62.2,,,0,South Asia
Pakistan,2015,"Mortality rate, infant (per 1,000 live births)",PAK,64.1,,,0,South Asia
Pakistan,2014,"Mortality rate, infant (per 1,000 live births)",PAK,66.0,,,0,South Asia
Pakistan,2013,"Mortality rate, infant (per 1,000 live births)",PAK,67.9,,,0,South Asia
Pakistan,2012,"Mortality rate, infant (per 1,000 live births)",PAK,69.8,,,0,South Asia
Pakistan,2011,"Mortality rate, infant (per 1,000 live births)",PAK,71.6,,,0,South Asia
Pakistan,2010,"Mortality rate, infant (per 1,000 live births)",PAK,73.2,,,0,South Asia
Pakistan,2009,"Mortality rate, infant (per 1,000 live births)",PAK,74.8,,,0,South Asia
Pakistan,2008,"Mortality rate, infant (per 1,000 live births)",PAK,76.3,,,0,South Asia
Pakistan,2007,"Mortality rate, infant (per 1,000 live births)",PAK,77.7,,,0,South Asia
Pakistan,2006,"Mortality rate, infant (per 1,000 live births)",PAK,79.0,,,0,South Asia
