indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Population, total",Lao PDR,LAO,2002,5610889.0,,,0
"Population, total",Lao PDR,LAO,2001,5521482.0,,,0
"Population, total",Lao PDR,LAO,2000,5431212.0,,,0
"Population, total",Lao PDR,LAO,1999,5340784.0,,,0
"Population, total",Lao PDR,LAO,1998,5248266.0,,,0
"Population, total",Lao PDR,LAO,1997,5152011.0,,,0
"Population, total",Lao PDR,LAO,1996,5045678.0,,,0
"Population, total",Lao PDR,LAO,1995,4929409.0,,,0
"Population, total",Lao PDR,LAO,1994,4809220.0,,,0
"Population, total",Lao PDR,LAO,1993,4685060.0,,,0
"Population, total",Lao PDR,LAO,1992,4559646.0,,,0
"Population, total",Lao PDR,LAO,1991,4435118.0,,,0
"Population, total",Lao PDR,LAO,1990,4311955.0,,,0
"Population, total",Lao PDR,LAO,1989,4190974.0,,,0
"Population, total",Lao PDR,LAO,1988,4072601.0,,,0
"Population, total",Lao PDR,LAO,1987,3957612.0,,,0
"Population, total",Lao PDR,LAO,1986,3846715.0,,,0
"Population, total",Lao PDR,LAO,1985,3739985.0,,,0
"Population, total",Lao PDR,LAO,1984,3637843.0,,,0
"Population, total",Lao PDR,LAO,1983,3541001.0,,,0
"Population, total",Lao PDR,LAO,1982,3450026.0,,,0
"Population, total",Lao PDR,LAO,1981,3366631.0,,,0
"Population, total",Lao PDR,LAO,1980,3292573.0,,,0
"Population, total",Lao PDR,LAO,1979,3228202.0,,,0
"Population, total",Lao PDR,LAO,1978,3171740.0,,,0
"Population, total",Lao PDR,LAO,1977,3118923.0,,,0
"Population, total",Lao PDR,LAO,1976,3064876.0,,,0
"Population, total",Lao PDR,LAO,1975,3005521.0,,,0
"Population, total",Lao PDR,LAO,1974,2939761.0,,,0
"Population, total",Lao PDR,LAO,1973,2870573.0,,,0
"Population, total",Lao PDR,LAO,1972,2801660.0,,,0
"Population, total",Lao PDR,LAO,1971,2734628.0,,,0
"Population, total",Lao PDR,LAO,1970,2669702.0,,,0
"Population, total",Lao PDR,LAO,1969,2606959.0,,,0
"Population, total",Lao PDR,LAO,1968,2546377.0,,,0
"Population, total",Lao PDR,LAO,1967,2487715.0,,,0
