indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Life expectancy at birth, total (years)",India,IND,1972,49.213,,,0
"Life expectancy at birth, total (years)",India,IND,1971,48.902,,,0
"Life expectancy at birth, total (years)",India,IND,1970,48.585,,,0
"Life expectancy at birth, total (years)",India,IND,1969,48.26,,,0
"Life expectancy at birth, total (years)",India,IND,1968,47.925,,,0
"Life expectancy at birth, total (years)",India,IND,1967,46.184,,,0
"Life expectancy at birth, total (years)",India,IND,1966,45.884,,,0
"Life expectancy at birth, total (years)",India,IND,1965,45.558,,,0
"Life expectancy at birth, total (years)",India,IND,1964,46.742,,,0
"Life expectancy at birth, total (years)",India,IND,1963,46.458,,,0
"Life expectancy at birth, total (years)",India,IND,1962,46.133,,,0
"Life expectancy at birth, total (years)",India,IND,1961,45.824,,,0
"Life expectancy at birth, total (years)",India,IND,1960,45.61,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2024,,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2023,77.483,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2022,77.3,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2021,76.278,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2020,76.928,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2019,76.698,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2018,76.485,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2017,76.239,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2016,76.136,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2015,75.99,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2014,75.757,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2013,75.546,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2012,75.187,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2011,74.74,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2010,74.463,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2009,70.298,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2008,72.556,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2007,72.983,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2006,72.825,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2005,73.073,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2004,68.022,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2003,72.442,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2002,72.271,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2001,71.804,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,2000,71.179,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1999,70.427,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1998,70.134,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1997,69.934,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1996,69.841,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1995,69.746,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1994,70.211,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1993,70.049,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1992,69.619,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1991,69.131,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1990,69.239,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1989,67.284,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1988,68.995,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1987,69.009,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1986,68.962,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1985,68.881,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1984,68.761,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1983,68.726,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1982,68.665,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1981,68.38,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1980,68.006,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1979,67.514,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1978,66.844,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1977,66.391,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1976,65.84,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1975,65.355,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1974,64.966,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1973,64.785,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1972,64.625,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1971,64.24,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1970,64.352,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1969,64.138,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1968,63.869,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1967,63.556,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1966,63.156,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1965,62.793,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1964,62.376,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1963,62.031,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1962,61.627,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1961,61.158,,,0
"Life expectancy at birth, total (years)",Sri Lanka,LKA,1960,60.602,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2024,,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2023,70.354,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2022,70.087,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2021,68.385,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2020,69.106,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2019,69.299,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2018,69.036,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2017,68.74,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2016,68.444,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2015,67.374,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2014,67.812,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2013,67.598,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2012,67.364,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2011,67.123,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2010,66.772,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2009,66.6,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2008,66.442,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2007,66.169,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2006,65.891,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2005,65.275,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2004,64.744,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2003,64.229,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2002,63.507,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2001,63.288,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,2000,62.642,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1999,62.035,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1998,61.532,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1997,60.823,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1996,60.044,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1995,59.323,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1994,58.631,,,0
