indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Life expectancy at birth, total (years)",Malaysia,MYS,2016,75.371,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2015,75.288,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2014,75.345,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2013,75.464,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2012,75.552,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2011,75.488,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2010,75.376,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2009,75.269,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2008,75.151,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2007,74.961,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2006,74.697,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2005,74.37,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2004,74.027,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2003,73.727,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2002,73.469,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2001,73.08,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2000,72.732,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1999,72.428,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1998,72.385,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1997,72.296,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1996,72.119,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1995,71.979,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1994,71.865,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1993,71.721,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1992,71.483,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1991,71.219,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1990,70.952,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1989,70.759,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1988,70.551,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1987,70.351,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1986,70.133,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1985,69.863,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1984,69.551,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1983,69.205,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1982,68.876,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1981,68.461,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1980,68.061,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1979,67.607,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1978,67.17,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1977,66.72,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1976,66.233,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1975,65.697,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1974,65.204,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1973,64.725,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1972,64.232,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1971,63.77,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1970,63.298,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1969,62.868,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1968,62.443,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1967,62.044,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1966,61.679,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1965,61.144,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1964,60.448,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1963,59.667,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1962,58.855,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1961,58.015,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,1960,57.168,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2024,,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2023,69.833,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2022,69.472,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2021,66.675,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2020,70.097,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2019,69.68,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2018,69.761,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2017,69.966,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2016,69.49,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2015,69.45,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2014,69.311,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2013,69.283,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2012,69.237,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2011,69.096,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2010,68.883,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2009,68.631,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2008,68.643,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2007,68.549,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2006,68.172,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2005,68.423,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2004,68.301,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2003,68.049,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2002,67.886,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2001,67.829,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,2000,67.789,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1999,67.503,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1998,67.212,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1997,66.994,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1996,66.691,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1995,66.311,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1994,66.0,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1993,65.661,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1992,65.353,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1991,64.622,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1990,64.382,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1989,64.105,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1988,63.711,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1987,63.299,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1986,62.875,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1985,62.735,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1984,62.426,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1983,62.349,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1982,62.175,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1981,61.942,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1980,61.884,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1979,61.727,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1978,61.531,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1977,61.431,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1976,60.869,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1975,60.904,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1974,60.816,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1973,60.741,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1972,60.911,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1971,61.065,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1970,60.827,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1969,60.981,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1968,60.917,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1967,60.804,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1966,60.623,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1965,60.41,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1964,60.13,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1963,60.018,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1962,59.755,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1961,59.469,,,0
"Life expectancy at birth, total (years)",Philippines,PHL,1960,59.175,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2024,,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2023,82.8951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2022,82.8951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2021,83.0926829268293,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2020,83.5439024390244,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2019,83.5951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2018,83.2975609756098,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2017,83.0951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2016,82.8463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2015,82.7439024390244,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2014,82.4951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2013,82.2463414634147,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2012,81.9951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2011,81.7439024390244,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2010,81.5414634146342,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2009,81.2414634146342,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2008,80.790243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2007,80.4414634146342,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2006,80.1414634146341,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2005,79.990243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2004,79.490243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2003,79.0390243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2002,78.5512195121951,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2001,78.2512195121951,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,2000,77.9512195121951,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1999,77.5512195121951,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1998,77.3,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1997,76.8975609756097,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1996,76.5951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1995,76.2951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1994,76.1975609756098,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1993,76.0463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1992,75.9463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1991,75.6463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1990,75.2951219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1989,74.9463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1988,74.6975609756098,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1987,74.5487804878049,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1986,74.2463414634146,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1985,73.890243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1984,73.290243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1983,73.0365853658537,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1982,72.6878048780488,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1981,72.5878048780488,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1980,72.190243902439,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1979,71.461756097561,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1978,71.2835609756098,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1977,71.0261219512195,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1976,70.7470487804878,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1975,70.405512195122,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1974,69.894512195122,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1973,69.5304634146342,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1972,69.1635609756098,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1971,69.0002195121951,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1970,68.724756097561,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1969,68.3339756097561,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1968,67.9807804878049,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1967,67.6523902439025,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1966,67.5478292682927,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1965,67.2328536585366,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1964,67.0024146341463,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1963,66.7795365853659,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1962,66.3726341463415,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1961,65.9597073170732,,,0
"Life expectancy at birth, total (years)",Singapore,SGP,1960,65.5621951219512,,,0
"Life expectancy at birth, total (years)",Thailand,THA,2024,,,,0
"Life expectancy at birth, total (years)",Thailand,THA,2023,76.412,,,0
"Life expectancy at birth, total (years)",Thailand,THA,2022,75.291,,,0
"Life expectancy at birth, total (years)",Thailand,THA,2021,77.606,,,0
"Life expectancy at birth, total (years)",Thailand,THA,2020,77.331,,,0
